step,temp,weight,cost,best_weight,sat_clauses,sat_clauses_best
10170,36634.3,3150,-1936,4790,66,71
10171,36634.3,2966,-2120,4790,68,71
10172,36634.3,2489,-2597,4790,59,71
10173,36634.3,2781,-2305,4790,60,71
10174,36634.3,2965,-2121,4790,60,71
10175,36634.3,2779,-2307,4790,61,71
10176,36634.3,3028,-2058,4790,61,71
10177,36634.3,3505,-1581,4790,67,71
10178,36634.3,3321,-1765,4790,68,71
10179,36634.3,2952,-2134,4790,67,71
10180,36634.3,2744,-2342,4790,66,71
10181,36634.3,2495,-2591,4790,66,71
10182,36634.3,2864,-2222,4790,67,71
10183,36634.3,3091,-1995,4790,65,71
10184,36634.3,3564,3564,4790,71,71
10185,36634.3,3582,-1504,4790,70,71
10186,36634.3,3564,3564,4790,71,71
10187,36634.3,3294,3294,4790,71,71
10188,36634.3,3466,3466,4790,71,71
10189,36634.3,3484,-1602,4790,67,71
10190,36634.3,3670,-1416,4790,68,71
10191,36634.3,3498,-1588,4790,68,71
10192,36634.3,3241,-1845,4790,70,71
10193,36634.3,3468,-1618,4790,70,71
10194,36634.3,3020,-2066,4790,69,71
10195,36634.3,2746,-2340,4790,69,71
10196,36634.3,3016,-2070,4790,69,71
10197,36634.3,3464,-1622,4790,70,71
10198,35901.6,3172,-1914,4790,70,71
10199,35901.6,3190,-1896,4790,69,71
10200,35901.6,3464,-1622,4790,70,71
10201,35901.6,3278,3278,4790,71,71
10202,35901.6,3527,3527,4790,71,71
10203,35901.6,3509,-1577,4790,69,71
10204,35901.6,3140,-1946,4790,69,71
10205,35901.6,2663,-2423,4790,66,71
10206,35901.6,2389,-2697,4790,65,71
10207,35901.6,2371,-2715,4790,68,71
10208,35901.6,2555,-2531,4790,68,71
10209,35901.6,3032,3032,4790,71,71
10210,35901.6,2555,-2531,4790,66,71
10211,35901.6,2328,-2758,4790,66,71
10212,35901.6,2620,-2466,4790,67,71
10213,35901.6,2350,-2736,4790,67,71
10214,35901.6,2624,-2462,4790,67,71
10215,35901.6,2894,-2192,4790,67,71
10216,35901.6,2710,-2376,4790,66,71
10217,35901.6,2418,-2668,4790,65,71
10218,35901.6,2895,2895,4790,71,71
10219,35901.6,3103,3103,4790,71,71
10220,35901.6,3275,-1811,4790,70,71
10221,35901.6,3338,-1748,4790,69,71
10222,35901.6,3166,-1920,4790,70,71
10223,35901.6,3184,-1902,4790,68,71
10224,35901.6,3356,-1730,4790,67,71
10225,35901.6,3148,-1938,4790,68,71
10226,35901.6,2671,-2415,4790,66,71
10227,35901.6,2444,-2642,4790,65,71
10228,35901.6,1996,-3090,4790,64,71
10229,35901.6,2182,-2904,4790,63,71
10230,35901.6,1912,-3174,4790,64,71
10231,35901.6,2120,-2966,4790,61,71
10232,35901.6,2102,-2984,4790,64,71
10233,35901.6,1916,-3170,4790,62,71
10234,35901.6,2364,-2722,4790,63,71
10235,35901.6,2841,-2245,4790,67,71
10236,35901.6,2364,-2722,4790,63,71
10237,35901.6,2656,-2430,4790,63,71
10238,35901.6,2926,-2160,4790,63,71
10239,35901.6,3153,-1933,4790,64,71
10240,35901.6,3522,-1564,4790,64,71
10241,35901.6,3314,-1772,4790,65,71
10242,35901.6,3044,-2042,4790,65,71
10243,35901.6,2817,-2269,4790,65,71
10244,35901.6,3294,-1792,4790,69,71
10245,35901.6,3521,-1565,4790,69,71
10246,35901.6,3044,-2042,4790,65,71
10247,35901.6,2596,-2490,4790,64,71
10248,35901.6,3073,-2013,4790,67,71
10249,35901.6,2704,-2382,4790,66,71
10250,35901.6,2227,-2859,4790,63,71
10251,35901.6,2435,-2651,4790,61,71
10252,35901.6,2705,-2381,4790,63,71
10253,35901.6,3182,-1904,4790,66,71
10254,35901.6,2908,-2178,4790,65,71
10255,35901.6,3135,-1951,4790,65,71
10256,35901.6,3583,-1503,4790,68,71
10257,35901.6,3291,-1795,4790,68,71
10258,35901.6,3548,-1538,4790,70,71
10259,35901.6,3485,-1601,4790,70,71
10260,35901.6,3759,-1327,4790,70,71
10261,35901.6,4128,4128,4790,71,71
10262,35901.6,4146,-940,4790,68,71
10263,35901.6,4164,-922,4790,70,71
10264,35901.6,3795,-1291,4790,69,71
10265,35901.6,3777,-1309,4790,68,71
10266,35901.6,3961,-1125,4790,67,71
10267,35901.6,3484,-1602,4790,65,71
10268,35901.6,3011,-2075,4790,62,71
10269,35901.6,2993,-2093,4790,61,71
10270,35901.6,3285,-1801,4790,62,71
10271,35901.6,3758,-1328,4790,66,71
10272,35901.6,3821,-1265,4790,66,71
10273,35901.6,3344,-1742,4790,64,71
10274,35901.6,2896,-2190,4790,61,71
10275,35901.6,2724,-2362,4790,63,71
10276,35901.6,3201,-1885,4790,65,71
10277,35901.6,2952,-2134,4790,64,71
10278,35901.6,2768,-2318,4790,64,71
10279,35901.6,2291,-2795,4790,62,71
10280,35901.6,2309,-2777,4790,59,71
10281,35901.6,2678,-2408,4790,56,71
10282,35901.6,2615,-2471,4790,55,71
10283,35901.6,2597,-2489,4790,60,71
10284,35901.6,3074,-2012,4790,64,71
10285,35901.6,3260,-1826,4790,66,71
10286,35901.6,3509,-1577,4790,66,71
10287,35901.6,3957,-1129,4790,68,71
10288,35901.6,4434,4434,4790,71,71
10289,35901.6,4226,4226,4790,71,71
10290,35901.6,4289,-797,4790,70,71
10291,35901.6,4019,-1067,4790,69,71
10292,35901.6,4191,-895,4790,70,71
10293,35901.6,4209,-877,4790,66,71
10294,35901.6,3982,-1104,4790,67,71
10295,35901.6,3505,-1581,4790,66,71
10296,35901.6,3982,-1104,4790,67,71
10297,35183.6,3505,-1581,4790,66,71
10298,35183.6,3333,-1753,4790,67,71
10299,35183.6,3147,-1939,4790,68,71
10300,35183.6,2699,-2387,4790,68,71
10301,35183.6,2330,-2756,4790,69,71
10302,35183.6,2807,-2279,4790,68,71
10303,35183.6,2515,-2571,4790,68,71
10304,35183.6,2038,-3048,4790,69,71
10305,35183.6,2056,-3030,4790,68,71
10306,35183.6,1829,-3257,4790,68,71
10307,35183.6,1356,-3730,4790,63,71
10308,35183.6,1542,-3544,4790,61,71
10309,35183.6,1524,-3562,4790,61,71
10310,35183.6,1794,-3292,4790,62,71
10311,35183.6,1520,-3566,4790,62,71
10312,35183.6,1457,-3629,4790,63,71
10313,35183.6,1208,-3878,4790,62,71
10314,35183.6,1435,-3651,4790,61,71
10315,35183.6,1804,-3282,4790,62,71
10316,35183.6,1976,-3110,4790,61,71
10317,35183.6,1804,-3282,4790,62,71
10318,35183.6,2277,-2809,4790,68,71
10319,35183.6,2569,-2517,4790,68,71
10320,35183.6,2766,-2320,4790,68,71
10321,35183.6,2974,-2112,4790,67,71
10322,35183.6,2766,-2320,4790,68,71
10323,35183.6,2580,-2506,4790,68,71
10324,35183.6,2323,-2763,4790,68,71
10325,35183.6,2495,-2591,4790,66,71
10326,35183.6,2943,-2143,4790,68,71
10327,35183.6,3170,-1916,4790,68,71
10328,35183.6,2878,-2208,4790,68,71
10329,35183.6,2405,-2681,4790,65,71
10330,35183.6,2697,-2389,4790,66,71
10331,35183.6,2525,-2561,4790,67,71
10332,35183.6,2298,-2788,4790,66,71
10333,35183.6,2771,-2315,4790,69,71
10334,35183.6,3248,-1838,4790,69,71
10335,35183.6,2800,-2286,4790,67,71
10336,35183.6,2431,-2655,4790,66,71
10337,35183.6,2800,-2286,4790,67,71
10338,35183.6,2818,-2268,4790,68,71
10339,35183.6,2449,-2637,4790,66,71
10340,35183.6,1972,-3114,4790,66,71
10341,35183.6,2229,-2857,4790,65,71
10342,35183.6,2598,-2488,4790,66,71
10343,35183.6,3075,-2011,4790,66,71
10344,35183.6,3523,-1563,4790,68,71
10345,35183.6,3709,-1377,4790,67,71
10346,35183.6,3232,-1854,4790,67,71
10347,35183.6,2784,-2302,4790,66,71
10348,35183.6,2766,-2320,4790,68,71
10349,35183.6,2748,-2338,4790,68,71
10350,35183.6,2811,-2275,4790,68,71
10351,35183.6,2829,-2257,4790,68,71
10352,35183.6,3037,-2049,4790,67,71
10353,35183.6,2560,-2526,4790,64,71
10354,35183.6,3037,-2049,4790,67,71
10355,35183.6,3311,-1775,4790,65,71
10356,35183.6,3248,-1838,4790,65,71
10357,35183.6,3420,-1666,4790,63,71
10358,35183.6,2947,-2139,4790,59,71
10359,35183.6,3010,-2076,4790,62,71
10360,35183.6,2533,-2553,4790,60,71
10361,35183.6,2263,-2823,4790,58,71
10362,35183.6,2055,-3031,4790,61,71
10363,35183.6,2325,-2761,4790,62,71
10364,35183.6,2773,-2313,4790,62,71
10365,35183.6,3250,-1836,4790,64,71
10366,35183.6,3232,-1854,4790,65,71
10367,35183.6,3481,-1605,4790,65,71
10368,35183.6,3232,-1854,4790,65,71
10369,35183.6,3416,-1670,4790,65,71
10370,35183.6,3159,-1927,4790,65,71
10371,35183.6,2975,-2111,4790,65,71
10372,35183.6,2701,-2385,4790,66,71
10373,35183.6,2504,-2582,4790,64,71
10374,35183.6,2277,-2809,4790,64,71
10375,35183.6,1800,-3286,4790,61,71
10376,35183.6,1984,-3102,4790,61,71
10377,35183.6,1536,-3550,4790,65,71
10378,35183.6,1350,-3736,4790,63,71
10379,35183.6,1827,-3259,4790,64,71
10380,35183.6,2101,-2985,4790,65,71
10381,35183.6,2287,-2799,4790,67,71
10382,35183.6,2305,-2781,4790,65,71
10383,35183.6,2133,-2953,4790,64,71
10384,35183.6,1656,-3430,4790,63,71
10385,35183.6,1905,-3181,4790,64,71
10386,35183.6,1719,-3367,4790,66,71
10387,35183.6,1449,-3637,4790,65,71
10388,35183.6,1926,-3160,4790,63,71
10389,35183.6,1634,-3452,4790,62,71
10390,35183.6,1652,-3434,4790,64,71
10391,35183.6,1922,-3164,4790,67,71
10392,35183.6,2149,-2937,4790,65,71
10393,35183.6,2597,-2489,4790,65,71
10394,35183.6,2120,-2966,4790,63,71
10395,35183.6,1850,-3236,4790,61,71
10396,34479.9,2047,-3039,4790,62,71
10397,34479.9,2317,-2769,4790,64,71
10398,34479.9,2043,-3043,4790,64,71
10399,34479.9,2520,-2566,4790,66,71
10400,34479.9,2997,-2089,4790,65,71
10401,34479.9,2813,-2273,4790,66,71
10402,34479.9,2365,-2721,4790,64,71
10403,34479.9,2573,-2513,4790,64,71
10404,34479.9,2830,-2256,4790,62,71
10405,34479.9,2812,-2274,4790,62,71
10406,34479.9,2749,-2337,4790,61,71
10407,34479.9,3041,-2045,4790,62,71
10408,34479.9,2564,-2522,4790,63,71
10409,34479.9,3012,-2074,4790,67,71
10410,34479.9,2994,-2092,4790,66,71
10411,34479.9,2737,-2349,4790,67,71
10412,34479.9,2529,-2557,4790,67,71
10413,34479.9,2547,-2539,4790,64,71
10414,34479.9,2565,-2521,4790,68,71
10415,34479.9,2338,-2748,4790,68,71
10416,34479.9,2811,-2275,4790,69,71
10417,34479.9,2793,-2293,4790,65,71
10418,34479.9,2811,-2275,4790,69,71
10419,34479.9,2793,-2293,4790,70,71
10420,34479.9,2320,-2766,4790,68,71
10421,34479.9,1843,-3243,4790,65,71
10422,34479.9,1825,-3261,4790,62,71
10423,34479.9,1456,-3630,4790,62,71
10424,34479.9,1825,-3261,4790,62,71
10425,34479.9,1843,-3243,4790,59,71
10426,34479.9,1551,-3535,4790,58,71
10427,34479.9,1735,-3351,4790,59,71
10428,34479.9,1753,-3333,4790,64,71
10429,34479.9,1980,-3106,4790,64,71
10430,34479.9,2453,-2633,4790,66,71
10431,34479.9,2084,-3002,4790,65,71
10432,34479.9,2376,-2710,4790,66,71
10433,34479.9,2084,-3002,4790,65,71
10434,34479.9,2376,-2710,4790,66,71
10435,34479.9,2106,-2980,4790,65,71
10436,34479.9,1658,-3428,4790,64,71
10437,34479.9,1915,-3171,4790,64,71
10438,34479.9,2123,-2963,4790,61,71
10439,34479.9,1896,-3190,4790,64,71
10440,34479.9,2373,-2713,4790,63,71
10441,34479.9,2116,-2970,4790,65,71
10442,34479.9,2179,-2907,4790,63,71
10443,34479.9,1702,-3384,4790,65,71
10444,34479.9,1972,-3114,4790,65,71
10445,34479.9,1954,-3132,4790,62,71
10446,34479.9,1684,-3402,4790,62,71
10447,34479.9,1870,-3216,4790,63,71
10448,34479.9,1852,-3234,4790,66,71
10449,34479.9,2126,-2960,4790,64,71
10450,34479.9,1942,-3144,4790,62,71
10451,34479.9,1756,-3330,4790,62,71
10452,34479.9,2233,-2853,4790,63,71
10453,34479.9,2025,-3061,4790,66,71
10454,34479.9,2502,-2584,4790,69,71
10455,34479.9,2520,-2566,4790,67,71
10456,34479.9,2047,-3039,4790,63,71
10457,34479.9,2317,-2769,4790,65,71
10458,34479.9,2525,-2561,4790,64,71
10459,34479.9,2048,-3038,4790,62,71
10460,34479.9,2305,-2781,4790,61,71
10461,34479.9,2491,-2595,4790,60,71
10462,34479.9,2221,-2865,4790,58,71
10463,34479.9,1929,-3157,4790,58,71
10464,34479.9,1680,-3406,4790,57,71
10465,34479.9,1483,-3603,4790,58,71
10466,34479.9,1655,-3431,4790,57,71
10467,34479.9,1447,-3639,4790,60,71
10468,34479.9,1739,-3347,4790,60,71
10469,34479.9,2009,-3077,4790,61,71
10470,34479.9,2236,-2850,4790,61,71
10471,34479.9,2433,-2653,4790,60,71
10472,34479.9,2906,-2180,4790,63,71
10473,34479.9,2636,-2450,4790,64,71
10474,34479.9,2409,-2677,4790,64,71
10475,34479.9,2886,-2200,4790,65,71
10476,34479.9,2904,-2182,4790,65,71
10477,34479.9,3131,-1955,4790,63,71
10478,34479.9,2945,-2141,4790,65,71
10479,34479.9,3129,-1957,4790,65,71
10480,34479.9,2902,-2184,4790,66,71
10481,34479.9,2718,-2368,4790,66,71
10482,34479.9,2461,-2625,4790,66,71
10483,34479.9,2830,-2256,4790,67,71
10484,34479.9,3079,-2007,4790,67,71
10485,34479.9,3287,-1799,4790,64,71
10486,34479.9,3115,-1971,4790,65,71
10487,34479.9,2746,-2340,4790,65,71
10488,34479.9,3003,-2083,4790,65,71
10489,34479.9,2806,-2280,4790,65,71
10490,34479.9,3003,-2083,4790,65,71
10491,34479.9,3187,-1899,4790,66,71
10492,34479.9,3414,-1672,4790,64,71
10493,34479.9,3396,-1690,4790,64,71
10494,34479.9,3666,-1420,4790,67,71
10495,33790.3,3684,-1402,4790,67,71
10496,33790.3,4132,-954,4790,69,71
10497,33790.3,4114,-972,4790,69,71
10498,33790.3,4132,-954,4790,69,71
10499,33790.3,3875,-1211,4790,68,71
10500,33790.3,3667,-1419,4790,69,71
10501,33790.3,3194,-1892,4790,67,71
10502,33790.3,3380,-1706,4790,65,71
10503,33790.3,3749,-1337,4790,65,71
10504,33790.3,3272,-1814,4790,62,71
10505,33790.3,3045,-2041,4790,63,71
10506,33790.3,3272,-1814,4790,62,71
10507,33790.3,3086,-2000,4790,64,71
10508,33790.3,2889,-2197,4790,63,71
10509,33790.3,2412,-2674,4790,63,71
10510,33790.3,2620,-2466,4790,62,71
10511,33790.3,2602,-2484,4790,63,71
10512,33790.3,2394,-2692,4790,64,71
10513,33790.3,2580,-2506,4790,62,71
10514,33790.3,3057,-2029,4790,64,71
10515,33790.3,3254,-1832,4790,64,71
10516,33790.3,3070,-2016,4790,64,71
10517,33790.3,2843,-2243,4790,64,71
10518,33790.3,2657,-2429,4790,65,71
10519,33790.3,2884,-2202,4790,66,71
10520,33790.3,2610,-2476,4790,68,71
10521,33790.3,3087,-1999,4790,67,71
10522,33790.3,2817,-2269,4790,63,71
10523,33790.3,2448,-2638,4790,63,71
10524,33790.3,2156,-2930,4790,62,71
10525,33790.3,2138,-2948,4790,66,71
10526,33790.3,1941,-3145,4790,65,71
10527,33790.3,1959,-3127,4790,61,71
10528,33790.3,2432,-2654,4790,66,71
10529,33790.3,2414,-2672,4790,69,71
10530,33790.3,2684,-2402,4790,70,71
10531,33790.3,2870,-2216,4790,70,71
10532,33790.3,3162,-1924,4790,70,71
10533,33790.3,3334,-1752,4790,69,71
10534,33790.3,3591,-1495,4790,70,71
10535,33790.3,3960,3960,4790,71,71
10536,33790.3,3487,-1599,4790,70,71
10537,33790.3,3238,-1848,4790,70,71
10538,33790.3,3435,-1651,4790,70,71
10539,33790.3,3908,-1178,4790,70,71
10540,33790.3,3681,3681,4790,71,71
10541,33790.3,3484,3484,4790,71,71
10542,33790.3,3711,3711,4790,71,71
10543,33790.3,3648,3648,4790,71,71
10544,33790.3,3922,3922,4790,71,71
10545,33790.3,3445,-1641,4790,65,71
10546,33790.3,3463,-1623,4790,64,71
10547,33790.3,3015,-2071,4790,63,71
10548,33790.3,2788,-2298,4790,64,71
10549,33790.3,2985,-2101,4790,63,71
10550,33790.3,2788,-2298,4790,64,71
10551,33790.3,2514,-2572,4790,63,71
10552,33790.3,2962,-2124,4790,63,71
10553,33790.3,3189,-1897,4790,64,71
10554,33790.3,3207,-1879,4790,62,71
10555,33790.3,3270,-1816,4790,63,71
10556,33790.3,3747,-1339,4790,66,71
10557,33790.3,3729,-1357,4790,68,71
10558,33790.3,3437,-1649,4790,68,71
10559,33790.3,2989,-2097,4790,67,71
10560,33790.3,2803,-2283,4790,65,71
10561,33790.3,2533,-2553,4790,64,71
10562,33790.3,2825,-2261,4790,64,71
10563,33790.3,3099,-1987,4790,64,71
10564,33790.3,2872,-2214,4790,64,71
10565,33790.3,2395,-2691,4790,61,71
10566,33790.3,2843,-2243,4790,59,71
10567,33790.3,3320,-1766,4790,64,71
10568,33790.3,3028,-2058,4790,64,71
10569,33790.3,3255,-1831,4790,65,71
10570,33790.3,3463,-1623,4790,64,71
10571,33790.3,3445,-1641,4790,68,71
10572,33790.3,3218,-1868,4790,68,71
10573,33790.3,2741,-2345,4790,63,71
10574,33790.3,2678,-2408,4790,65,71
10575,33790.3,2862,-2224,4790,63,71
10576,33790.3,2414,-2672,4790,62,71
10577,33790.3,2862,-2224,4790,63,71
10578,33790.3,2925,-2161,4790,61,71
10579,33790.3,3402,-1684,4790,66,71
10580,33790.3,2925,-2161,4790,61,71
10581,33790.3,2753,-2333,4790,61,71
10582,33790.3,2771,-2315,4790,61,71
10583,33790.3,2789,-2297,4790,60,71
10584,33790.3,2581,-2505,4790,63,71
10585,33790.3,2563,-2523,4790,65,71
10586,33790.3,2194,-2892,4790,65,71
10587,33790.3,1717,-3369,4790,65,71
10588,33790.3,1944,-3142,4790,65,71
10589,33790.3,1496,-3590,4790,66,71
10590,33790.3,1745,-3341,4790,66,71
10591,33790.3,1727,-3359,4790,64,71
10592,33790.3,1997,-3089,4790,64,71
10593,33790.3,1748,-3338,4790,64,71
10594,33114.5,2117,-2969,4790,63,71
10595,33114.5,2314,-2772,4790,63,71
10596,33114.5,2791,-2295,4790,66,71
10597,33114.5,2534,-2552,4790,66,71
10598,33114.5,2471,-2615,4790,66,71
10599,33114.5,2720,-2366,4790,64,71
10600,33114.5,2243,-2843,4790,62,71
10601,33114.5,2691,-2395,4790,62,71
10602,33114.5,2442,-2644,4790,62,71
10603,33114.5,2650,-2436,4790,60,71
10604,33114.5,2453,-2633,4790,60,71
10605,33114.5,2710,-2376,4790,59,71
10606,33114.5,2341,-2745,4790,61,71
10607,33114.5,2084,-3002,4790,62,71
10608,33114.5,1876,-3210,4790,64,71
10609,33114.5,2062,-3024,4790,64,71
10610,33114.5,2080,-3006,4790,63,71
10611,33114.5,2449,-2637,4790,61,71
10612,33114.5,2698,-2388,4790,61,71
10613,33114.5,2514,-2572,4790,60,71
10614,33114.5,2532,-2554,4790,62,71
10615,33114.5,2059,-3027,4790,60,71
10616,33114.5,1611,-3475,4790,61,71
10617,33114.5,2088,-2998,4790,62,71
10618,33114.5,1839,-3247,4790,64,71
10619,33114.5,1612,-3474,4790,65,71
10620,33114.5,1594,-3492,4790,64,71
10621,33114.5,1851,-3235,4790,58,71
10622,33114.5,1869,-3217,4790,60,71
10623,33114.5,1599,-3487,4790,60,71
10624,33114.5,1581,-3505,4790,60,71
10625,33114.5,1808,-3278,4790,60,71
10626,33114.5,1581,-3505,4790,60,71
10627,33114.5,1873,-3213,4790,60,71
10628,33114.5,2143,-2943,4790,61,71
10629,33114.5,2616,-2470,4790,65,71
10630,33114.5,2346,-2740,4790,65,71
10631,33114.5,2518,-2568,4790,64,71
10632,33114.5,2226,-2860,4790,64,71
10633,33114.5,2289,-2797,4790,65,71
10634,33114.5,2226,-2860,4790,64,71
10635,33114.5,2410,-2676,4790,63,71
10636,33114.5,2392,-2694,4790,64,71
10637,33114.5,2410,-2676,4790,63,71
10638,33114.5,2153,-2933,4790,64,71
10639,33114.5,2630,-2456,4790,65,71
10640,33114.5,2879,-2207,4790,64,71
10641,33114.5,2942,-2144,4790,64,71
10642,33114.5,2756,-2330,4790,65,71
10643,33114.5,2507,-2579,4790,65,71
10644,33114.5,2030,-3056,4790,64,71
10645,33114.5,1756,-3330,4790,64,71
10646,33114.5,2048,-3038,4790,65,71
10647,33114.5,1876,-3210,4790,66,71
10648,33114.5,2073,-3013,4790,67,71
10649,33114.5,1596,-3490,4790,68,71
10650,33114.5,1782,-3304,4790,67,71
10651,33114.5,1990,-3096,4790,65,71
10652,33114.5,2247,-2839,4790,63,71
10653,33114.5,2184,-2902,4790,63,71
10654,33114.5,2356,-2730,4790,61,71
10655,33114.5,2172,-2914,4790,60,71
10656,33114.5,1803,-3283,4790,60,71
10657,33114.5,1987,-3099,4790,61,71
10658,33114.5,2005,-3081,4790,58,71
10659,33114.5,1748,-3338,4790,60,71
10660,33114.5,1576,-3510,4790,64,71
10661,33114.5,1103,-3983,4790,63,71
10662,33114.5,1360,-3726,4790,58,71
10663,33114.5,1103,-3983,4790,63,71
10664,33114.5,906,-4180,4790,64,71
10665,33114.5,1275,-3811,4790,63,71
10666,33114.5,1545,-3541,4790,64,71
10667,33114.5,1794,-3292,4790,65,71
10668,33114.5,2051,-3035,4790,59,71
10669,33114.5,1794,-3292,4790,65,71
10670,33114.5,2021,-3065,4790,64,71
10671,33114.5,1729,-3357,4790,63,71
10672,33114.5,1711,-3375,4790,60,71
10673,33114.5,1342,-3744,4790,59,71
10674,33114.5,1711,-3375,4790,60,71
10675,33114.5,1968,-3118,4790,53,71
10676,33114.5,1741,-3345,4790,55,71
10677,33114.5,1968,-3118,4790,53,71
10678,33114.5,1698,-3388,4790,53,71
10679,33114.5,2171,-2915,4790,56,71
10680,33114.5,2463,-2623,4790,56,71
10681,33114.5,2940,-2146,4790,58,71
10682,33114.5,3417,-1669,4790,65,71
10683,33114.5,3190,-1896,4790,66,71
10684,33114.5,2933,-2153,4790,69,71
10685,33114.5,3105,-1981,4790,66,71
10686,33114.5,3553,-1533,4790,67,71
10687,33114.5,3381,-1705,4790,68,71
10688,33114.5,2904,-2182,4790,64,71
10689,33114.5,2696,-2390,4790,66,71
10690,33114.5,2923,-2163,4790,68,71
10691,33114.5,2631,-2455,4790,67,71
10692,33114.5,2445,-2641,4790,64,71
10693,32452.2,2631,-2455,4790,67,71
10694,32452.2,2901,-2185,4790,68,71
10695,32452.2,3098,-1988,4790,69,71
10696,32452.2,3116,-1970,4790,70,71
10697,32452.2,3098,-1988,4790,69,71
10698,32452.2,2650,-2436,4790,68,71
10699,32452.2,2466,-2620,4790,69,71
10700,32452.2,2448,-2638,4790,70,71
10701,32452.2,2221,-2865,4790,69,71
10702,32452.2,2448,-2638,4790,70,71
10703,32452.2,2448,-2638,4790,70,71
10704,32452.2,2896,-2190,4790,70,71
10705,32452.2,2647,-2439,4790,69,71
10706,32452.2,2377,-2709,4790,69,71
10707,32452.2,2008,-3078,4790,68,71
10708,32452.2,2282,-2804,4790,66,71
10709,32452.2,1805,-3281,4790,62,71
10710,32452.2,2282,-2804,4790,66,71
10711,32452.2,2466,-2620,4790,65,71
10712,32452.2,2835,-2251,4790,66,71
10713,32452.2,2853,-2233,4790,66,71
10714,32452.2,3110,-1976,4790,64,71
10715,32452.2,2926,-2160,4790,65,71
10716,32452.2,2557,-2529,4790,65,71
10717,32452.2,2741,-2345,4790,64,71
10718,32452.2,3033,-2053,4790,66,71
10719,32452.2,3402,-1684,4790,65,71
10720,32452.2,3629,-1457,4790,65,71
10721,32452.2,3432,-1654,4790,66,71
10722,32452.2,2959,-2127,4790,60,71
10723,32452.2,2590,-2496,4790,62,71
10724,32452.2,2363,-2723,4790,61,71
10725,32452.2,2179,-2907,4790,61,71
10726,32452.2,2161,-2925,4790,60,71
10727,32452.2,2410,-2676,4790,61,71
10728,32452.2,2183,-2903,4790,63,71
10729,32452.2,2656,-2430,4790,68,71
10730,32452.2,2828,-2258,4790,67,71
10731,32452.2,2891,-2195,4790,67,71
10732,32452.2,2828,-2258,4790,67,71
10733,32452.2,3305,-1781,4790,70,71
10734,32452.2,3031,-2055,4790,70,71
10735,32452.2,2739,-2347,4790,70,71
10736,32452.2,2567,2567,4790,71,71
10737,32452.2,2739,-2347,4790,70,71
10738,32452.2,2757,-2329,4790,66,71
10739,32452.2,2775,-2311,4790,63,71
10740,32452.2,3002,-2084,4790,63,71
10741,32452.2,2816,-2270,4790,65,71
10742,32452.2,3086,-2000,4790,66,71
10743,32452.2,3455,-1631,4790,68,71
10744,32452.2,3639,-1447,4790,68,71
10745,32452.2,3702,-1384,4790,68,71
10746,32452.2,3888,-1198,4790,66,71
10747,32452.2,4085,-1001,4790,65,71
10748,32452.2,3828,-1258,4790,65,71
10749,32452.2,3601,-1485,4790,66,71
10750,32452.2,3601,-1485,4790,66,71
10751,32452.2,3331,-1755,4790,64,71
10752,32452.2,3558,-1528,4790,62,71
10753,32452.2,3386,-1700,4790,63,71
10754,32452.2,2913,-2173,4790,58,71
10755,32452.2,2727,-2359,4790,60,71
10756,32452.2,2709,-2377,4790,60,71
10757,32452.2,2979,-2107,4790,65,71
10758,32452.2,3452,-1634,4790,68,71
10759,32452.2,2975,-2111,4790,69,71
10760,32452.2,3452,-1634,4790,68,71
10761,32452.2,3268,-1818,4790,68,71
10762,32452.2,2791,-2295,4790,69,71
10763,32452.2,2314,-2772,4790,66,71
10764,32452.2,2065,-3021,4790,65,71
10765,32452.2,2542,-2544,4790,67,71
10766,32452.2,2065,-3021,4790,65,71
10767,32452.2,2357,-2729,4790,66,71
10768,32452.2,1884,-3202,4790,65,71
10769,32452.2,2111,-2975,4790,66,71
10770,32452.2,2385,-2701,4790,64,71
10771,32452.2,2593,-2493,4790,64,71
10772,32452.2,3070,-2016,4790,64,71
10773,32452.2,3327,-1759,4790,64,71
10774,32452.2,3513,-1573,4790,64,71
10775,32452.2,3036,-2050,4790,61,71
10776,32452.2,2973,-2113,4790,59,71
10777,32452.2,2525,-2561,4790,56,71
10778,32452.2,2774,-2312,4790,55,71
10779,32452.2,2577,-2509,4790,57,71
10780,32452.2,2208,-2878,4790,58,71
10781,32452.2,2190,-2896,4790,56,71
10782,32452.2,2559,-2527,4790,55,71
10783,32452.2,2310,-2776,4790,56,71
10784,32452.2,2083,-3003,4790,57,71
10785,32452.2,1809,-3277,4790,58,71
10786,32452.2,2282,-2804,4790,60,71
10787,32452.2,1913,-3173,4790,62,71
10788,32452.2,1705,-3381,4790,65,71
10789,32452.2,1889,-3197,4790,66,71
10790,32452.2,2138,-2948,4790,65,71
10791,32452.2,1889,-3197,4790,66,71
10792,31803.2,2366,-2720,4790,68,71
10793,31803.2,2563,-2523,4790,66,71
10794,31803.2,2581,-2505,4790,66,71
10795,31803.2,2384,-2702,4790,68,71
10796,31803.2,2157,-2929,4790,67,71
10797,31803.2,2139,-2947,4790,67,71
10798,31803.2,2311,-2775,4790,66,71
10799,31803.2,2680,-2406,4790,67,71
10800,31803.2,2743,-2343,4790,68,71
10801,31803.2,2743,-2343,4790,68,71
10802,31803.2,3191,-1895,4790,68,71
10803,31803.2,3418,-1668,4790,69,71
10804,31803.2,3049,-2037,4790,67,71
10805,31803.2,2877,-2209,4790,66,71
