step,temp,weight,cost,best_weight,sat_clauses,sat_clauses_best
20641,4303.8,2524,2524,4790,71,71
20642,4303.8,2524,2524,4790,71,71
20643,4303.8,2524,2524,4790,71,71
20644,4303.8,2316,2316,4790,71,71
20645,4303.8,2316,2316,4790,71,71
20646,4303.8,2586,2586,4790,71,71
20647,4303.8,2955,2955,4790,71,71
20648,4303.8,3018,-2068,4790,70,71
20649,4303.8,3190,-1896,4790,70,71
20650,4303.8,3127,-1959,4790,69,71
20651,4303.8,2650,-2436,4790,66,71
20652,4303.8,2668,-2418,4790,63,71
20653,4303.8,2731,-2355,4790,65,71
20654,4303.8,2939,-2147,4790,65,71
20655,4303.8,2921,-2165,4790,68,71
20656,4303.8,3195,-1891,4790,69,71
20657,4303.8,3195,-1891,4790,69,71
20658,4303.8,2722,-2364,4790,68,71
20659,4303.8,2353,-2733,4790,67,71
20660,4303.8,2371,-2715,4790,64,71
20661,4303.8,2819,-2267,4790,62,71
20662,4303.8,3296,-1790,4790,66,71
20663,4303.8,3769,-1317,4790,68,71
20664,4303.8,3751,-1335,4790,70,71
20665,4303.8,4120,4120,4790,71,71
20666,4303.8,4138,-948,4790,68,71
20667,4303.8,4120,4120,4790,71,71
20668,4303.8,3643,-1443,4790,68,71
20669,4303.8,4120,4120,4790,71,71
20670,4303.8,4120,4120,4790,71,71
20671,4303.8,4120,4120,4790,71,71
20672,4303.8,3647,-1439,4790,69,71
20673,4303.8,4120,4120,4790,71,71
20674,4303.8,4120,4120,4790,71,71
20675,4303.8,4369,4369,4790,71,71
20676,4303.8,4626,4626,4790,71,71
20677,4303.8,4626,4626,4790,71,71
20678,4303.8,4149,-937,4790,66,71
20679,4303.8,3977,-1109,4790,65,71
20680,4303.8,3504,-1582,4790,63,71
20681,4303.8,3701,-1385,4790,63,71
20682,4303.8,3474,-1612,4790,63,71
20683,4303.8,2997,-2089,4790,58,71
20684,4303.8,2740,-2346,4790,61,71
20685,4303.8,2967,-2119,4790,61,71
20686,4303.8,2967,-2119,4790,61,71
20687,4303.8,2740,-2346,4790,61,71
20688,4303.8,2292,-2794,4790,64,71
20689,4303.8,2095,-2991,4790,64,71
20690,4303.8,1909,-3177,4790,64,71
20691,4303.8,2081,-3005,4790,62,71
20692,4217.72,1909,-3177,4790,64,71
20693,4217.72,2136,-2950,4790,63,71
20694,4217.72,1909,-3177,4790,64,71
20695,4217.72,1701,-3385,4790,64,71
20696,4217.72,1719,-3367,4790,66,71
20697,4217.72,2196,-2890,4790,65,71
20698,4217.72,1719,-3367,4790,66,71
20699,4217.72,2167,-2919,4790,63,71
20700,4217.72,2394,-2692,4790,64,71
20701,4217.72,2871,-2215,4790,64,71
20702,4217.72,3344,-1742,4790,67,71
20703,4217.72,3821,-1265,4790,69,71
20704,4217.72,3344,-1742,4790,67,71
20705,4217.72,3541,-1545,4790,67,71
20706,4217.72,3267,-1819,4790,69,71
20707,4217.72,2790,-2296,4790,69,71
20708,4217.72,3267,-1819,4790,69,71
20709,4217.72,3267,-1819,4790,69,71
20710,4217.72,2790,-2296,4790,69,71
20711,4217.72,2342,-2744,4790,69,71
20712,4217.72,2158,-2928,4790,69,71
20713,4217.72,2342,-2744,4790,69,71
20714,4217.72,2514,-2572,4790,66,71
20715,4217.72,2342,-2744,4790,69,71
20716,4217.72,2115,-2971,4790,70,71
20717,4217.72,1918,-3168,4790,69,71
20718,4217.72,2395,-2691,4790,67,71
20719,4217.72,2652,-2434,4790,68,71
20720,4217.72,3100,-1986,4790,67,71
20721,4217.72,3327,-1759,4790,67,71
20722,4217.72,2879,-2207,4790,66,71
20723,4217.72,3327,-1759,4790,67,71
20724,4217.72,3804,-1282,4790,69,71
20725,4217.72,3786,3786,4790,71,71
20726,4217.72,3417,3417,4790,71,71
20727,4217.72,3417,3417,4790,71,71
20728,4217.72,3625,3625,4790,71,71
20729,4217.72,3148,-1938,4790,66,71
20730,4217.72,2899,-2187,4790,66,71
20731,4217.72,2917,-2169,4790,65,71
20732,4217.72,2899,-2187,4790,66,71
20733,4217.72,2917,-2169,4790,65,71
20734,4217.72,2935,-2151,4790,63,71
20735,4217.72,2678,-2408,4790,63,71
20736,4217.72,2660,-2426,4790,65,71
20737,4217.72,2452,-2634,4790,66,71
20738,4217.72,2821,-2265,4790,66,71
20739,4217.72,2373,-2713,4790,66,71
20740,4217.72,1896,-3190,4790,67,71
20741,4217.72,1669,-3417,4790,67,71
20742,4217.72,1300,-3786,4790,67,71
20743,4217.72,1030,-4056,4790,68,71
20744,4217.72,1202,-3884,4790,66,71
20745,4217.72,1184,-3902,4790,65,71
20746,4217.72,1441,-3645,4790,66,71
20747,4217.72,1184,-3902,4790,65,71
20748,4217.72,1012,-4074,4790,66,71
20749,4217.72,1489,-3597,4790,66,71
20750,4217.72,1966,-3120,4790,68,71
20751,4217.72,2236,-2850,4790,68,71
20752,4217.72,1966,-3120,4790,68,71
20753,4217.72,1984,-3102,4790,65,71
20754,4217.72,1921,-3165,4790,68,71
20755,4217.72,1903,1903,4790,71,71
20756,4217.72,1903,1903,4790,71,71
20757,4217.72,2177,2177,4790,71,71
20758,4217.72,2240,-2846,4790,68,71
20759,4217.72,1763,-3323,4790,65,71
20760,4217.72,2240,-2846,4790,68,71
20761,4217.72,1763,-3323,4790,65,71
20762,4217.72,2240,-2846,4790,68,71
20763,4217.72,2510,-2576,4790,68,71
20764,4217.72,2879,-2207,4790,69,71
20765,4217.72,2816,2816,4790,71,71
20766,4217.72,2816,2816,4790,71,71
20767,4217.72,2834,-2252,4790,69,71
20768,4217.72,2816,2816,4790,71,71
20769,4217.72,3043,3043,4790,71,71
20770,4217.72,3061,-2025,4790,69,71
20771,4217.72,3509,-1577,4790,70,71
20772,4217.72,3527,-1559,4790,70,71
20773,4217.72,3724,-1362,4790,70,71
20774,4217.72,3706,-1380,4790,70,71
20775,4217.72,3229,-1857,4790,67,71
20776,4217.72,3706,-1380,4790,70,71
20777,4217.72,3892,-1194,4790,68,71
20778,4217.72,3695,-1391,4790,69,71
20779,4217.72,3903,-1183,4790,69,71
20780,4217.72,3695,-1391,4790,69,71
20781,4217.72,3677,3677,4790,71,71
20782,4217.72,3677,3677,4790,71,71
20783,4217.72,3407,3407,4790,71,71
20784,4217.72,3664,3664,4790,71,71
20785,4217.72,3390,3390,4790,71,71
20786,4217.72,3390,3390,4790,71,71
20787,4217.72,3453,-1633,4790,69,71
20788,4217.72,2976,-2110,4790,66,71
20789,4217.72,2684,-2402,4790,65,71
20790,4217.72,2500,-2586,4790,66,71
20791,4133.37,2518,-2568,4790,65,71
20792,4133.37,2788,-2298,4790,66,71
20793,4133.37,2770,-2316,4790,66,71
20794,4133.37,2788,-2298,4790,66,71
20795,4133.37,2996,-2090,4790,65,71
20796,4133.37,2978,-2108,4790,65,71
20797,4133.37,2792,-2294,4790,64,71
20798,4133.37,3019,-2067,4790,65,71
20799,4133.37,3496,-1590,4790,70,71
20800,4133.37,3433,3433,4790,71,71
20801,4133.37,3619,3619,4790,71,71
20802,4133.37,3619,3619,4790,71,71
20803,4133.37,3362,3362,4790,71,71
20804,4133.37,3176,3176,4790,71,71
20805,4133.37,3425,3425,4790,71,71
20806,4133.37,3198,3198,4790,71,71
20807,4133.37,3490,3490,4790,71,71
20808,4133.37,3490,3490,4790,71,71
20809,4133.37,3241,3241,4790,71,71
20810,4133.37,3014,3014,4790,71,71
20811,4133.37,3241,3241,4790,71,71
20812,4133.37,3425,3425,4790,71,71
20813,4133.37,3682,3682,4790,71,71
20814,4133.37,3879,3879,4790,71,71
20815,4133.37,3897,-1189,4790,68,71
20816,4133.37,3879,3879,4790,71,71
20817,4133.37,3682,3682,4790,71,71
20818,4133.37,3313,3313,4790,71,71
20819,4133.37,3682,3682,4790,71,71
20820,4133.37,3412,3412,4790,71,71
20821,4133.37,3475,-1611,4790,68,71
20822,4133.37,2998,-2088,4790,63,71
20823,4133.37,3225,-1861,4790,64,71
20824,4133.37,3162,-1924,4790,66,71
20825,4133.37,3180,-1906,4790,62,71
20826,4133.37,3366,-1720,4790,65,71
20827,4133.37,3074,-2012,4790,64,71
20828,4133.37,3323,-1763,4790,65,71
20829,4133.37,3615,-1471,4790,66,71
20830,4133.37,3142,-1944,4790,61,71
20831,4133.37,2850,-2236,4790,59,71
20832,4133.37,3142,-1944,4790,61,71
20833,4133.37,3339,-1747,4790,62,71
20834,4133.37,3511,-1575,4790,62,71
20835,4133.37,3303,-1783,4790,63,71
20836,4133.37,3076,-2010,4790,63,71
20837,4133.37,2628,-2458,4790,58,71
20838,4133.37,2628,-2458,4790,58,71
20839,4133.37,3076,-2010,4790,63,71
20840,4133.37,3303,-1783,4790,63,71
20841,4133.37,3106,-1980,4790,62,71
20842,4133.37,3303,-1783,4790,63,71
20843,4133.37,3117,-1969,4790,61,71
20844,4133.37,3099,-1987,4790,64,71
20845,4133.37,3117,-1969,4790,64,71
20846,4133.37,3387,-1699,4790,67,71
20847,4133.37,3215,-1871,4790,67,71
20848,4133.37,2988,-2098,4790,68,71
20849,4133.37,3174,-1912,4790,66,71
20850,4133.37,2947,-2139,4790,66,71
20851,4133.37,2929,-2157,4790,66,71
20852,4133.37,3406,-1680,4790,67,71
20853,4133.37,2929,-2157,4790,66,71
20854,4133.37,3406,-1680,4790,67,71
20855,4133.37,3222,-1864,4790,68,71
20856,4133.37,3036,-2050,4790,68,71
20857,4133.37,3054,-2032,4790,64,71
20858,4133.37,3036,-2050,4790,68,71
20859,4133.37,3263,-1823,4790,69,71
20860,4133.37,3447,-1639,4790,68,71
20861,4133.37,2970,-2116,4790,66,71
20862,4133.37,3178,-1908,4790,66,71
20863,4133.37,2970,-2116,4790,66,71
20864,4133.37,3156,-1930,4790,66,71
20865,4133.37,2970,-2116,4790,66,71
20866,4133.37,3156,-1930,4790,66,71
20867,4133.37,2959,-2127,4790,65,71
20868,4133.37,2511,-2575,4790,64,71
20869,4133.37,2959,-2127,4790,65,71
20870,4133.37,2511,-2575,4790,64,71
20871,4133.37,2254,-2832,4790,67,71
20872,4133.37,2272,-2814,4790,66,71
20873,4133.37,2088,-2998,4790,66,71
20874,4133.37,1839,-3247,4790,66,71
20875,4133.37,2066,-3020,4790,66,71
20876,4133.37,2250,-2836,4790,65,71
20877,4133.37,2066,-3020,4790,66,71
20878,4133.37,2048,-3038,4790,66,71
20879,4133.37,2066,-3020,4790,66,71
20880,4133.37,1880,-3206,4790,66,71
20881,4133.37,1943,-3143,4790,65,71
20882,4133.37,2192,-2894,4790,66,71
20883,4133.37,1965,-3121,4790,66,71
20884,4133.37,2222,-2864,4790,65,71
20885,4133.37,2670,-2416,4790,65,71
20886,4133.37,2867,-2219,4790,67,71
20887,4133.37,3141,-1945,4790,65,71
20888,4133.37,2664,-2422,4790,64,71
20889,4133.37,2891,-2195,4790,65,71
20890,4050.7,3368,-1718,4790,66,71
20891,4050.7,3119,-1967,4790,66,71
20892,4050.7,3101,-1985,4790,64,71
20893,4050.7,3578,-1508,4790,67,71
20894,4050.7,3596,-1490,4790,67,71
20895,4050.7,3119,-1967,4790,64,71
20896,4050.7,2922,-2164,4790,63,71
20897,4050.7,2445,-2641,4790,63,71
20898,4050.7,1997,-3089,4790,63,71
20899,4050.7,2470,-2616,4790,66,71
20900,4050.7,2667,-2419,4790,66,71
20901,4050.7,2393,-2693,4790,68,71
20902,4050.7,2577,-2509,4790,68,71
20903,4050.7,3025,-2061,4790,69,71
20904,4050.7,3007,-2079,4790,66,71
20905,4050.7,3025,-2061,4790,69,71
20906,4050.7,3197,-1889,4790,69,71
20907,4050.7,2970,-2116,4790,68,71
20908,4050.7,2952,-2134,4790,66,71
20909,4050.7,3429,-1657,4790,67,71
20910,4050.7,3615,-1471,4790,68,71
20911,4050.7,3889,-1197,4790,66,71
20912,4050.7,3703,-1383,4790,65,71
20913,4050.7,3506,-1580,4790,65,71
20914,4050.7,3692,-1394,4790,67,71
20915,4050.7,3506,-1580,4790,65,71
20916,4050.7,3983,-1103,4790,70,71
20917,4050.7,4169,4169,4790,71,71
20918,4050.7,4169,4169,4790,71,71
20919,4050.7,3985,3985,4790,71,71
20920,4050.7,4003,-1083,4790,68,71
20921,4050.7,4230,-856,4790,69,71
20922,4050.7,3973,-1113,4790,70,71
20923,4050.7,3955,3955,4790,71,71
20924,4050.7,4163,4163,4790,71,71
20925,4050.7,4181,-905,4790,68,71
20926,4050.7,4163,4163,4790,71,71
20927,4050.7,4347,4347,4790,71,71
20928,4050.7,4347,4347,4790,71,71
20929,4050.7,4073,-1013,4790,70,71
20930,4050.7,4347,4347,4790,71,71
20931,4050.7,4120,4120,4790,71,71
20932,4050.7,3934,-1152,4790,69,71
20933,4050.7,4120,4120,4790,71,71
20934,4050.7,4377,4377,4790,71,71
20935,4050.7,4377,4377,4790,71,71
20936,4050.7,4120,4120,4790,71,71
20937,4050.7,4120,4120,4790,71,71
20938,4050.7,3912,3912,4790,71,71
20939,4050.7,3728,3728,4790,71,71
20940,4050.7,3728,3728,4790,71,71
20941,4050.7,3925,3925,4790,71,71
20942,4050.7,4174,4174,4790,71,71
20943,4050.7,3701,-1385,4790,69,71
20944,4050.7,3885,-1201,4790,68,71
20945,4050.7,3408,-1678,4790,65,71
20946,4050.7,3134,-1952,4790,66,71
20947,4050.7,3152,-1934,4790,65,71
20948,4050.7,3629,-1457,4790,64,71
20949,4050.7,3445,-1641,4790,65,71
20950,4050.7,3273,-1813,4790,65,71
20951,4050.7,3087,-1999,4790,66,71
20952,4050.7,3105,-1981,4790,68,71
20953,4050.7,3277,-1809,4790,68,71
20954,4050.7,3750,-1336,4790,68,71
20955,4050.7,3578,-1508,4790,69,71
20956,4050.7,3835,-1251,4790,68,71
20957,4050.7,3817,-1269,4790,69,71
20958,4050.7,3835,-1251,4790,68,71
20959,4050.7,4062,-1024,4790,69,71
20960,4050.7,4062,-1024,4790,69,71
20961,4050.7,3693,-1393,4790,69,71
20962,4050.7,3220,-1866,4790,67,71
20963,4050.7,3202,-1884,4790,67,71
20964,4050.7,3675,-1411,4790,69,71
20965,4050.7,3693,-1393,4790,69,71
20966,4050.7,4062,-1024,4790,69,71
20967,4050.7,4044,-1042,4790,69,71
20968,4050.7,3567,-1519,4790,70,71
20969,4050.7,4044,-1042,4790,69,71
20970,4050.7,3774,-1312,4790,67,71
20971,4050.7,3756,-1330,4790,70,71
20972,4050.7,3774,-1312,4790,67,71
20973,4050.7,3792,-1294,4790,67,71
20974,4050.7,3774,-1312,4790,67,71
20975,4050.7,3297,-1789,4790,62,71
20976,4050.7,3774,-1312,4790,67,71
20977,4050.7,3792,-1294,4790,67,71
20978,4050.7,3565,-1521,4790,67,71
20979,4050.7,3547,-1539,4790,66,71
20980,4050.7,3290,-1796,4790,67,71
20981,4050.7,3272,-1814,4790,69,71
20982,4050.7,3542,-1544,4790,70,71
20983,4050.7,3315,-1771,4790,70,71
20984,4050.7,3501,-1585,4790,70,71
20985,4050.7,3438,3438,4790,71,71
20986,4050.7,3665,3665,4790,71,71
20987,4050.7,3665,3665,4790,71,71
20988,4050.7,3395,3395,4790,71,71
20989,3969.69,3665,3665,4790,71,71
20990,3969.69,3873,3873,4790,71,71
20991,3969.69,4147,4147,4790,71,71
20992,3969.69,4147,4147,4790,71,71
20993,3969.69,3939,3939,4790,71,71
20994,3969.69,3712,3712,4790,71,71
20995,3969.69,3712,3712,4790,71,71
20996,3969.69,3969,3969,4790,71,71
20997,3969.69,3695,3695,4790,71,71
20998,3969.69,3403,3403,4790,71,71
20999,3969.69,3403,3403,4790,71,71
21000,3969.69,3630,-1456,4790,70,71
21001,3969.69,3403,3403,4790,71,71
21002,3969.69,3133,3133,4790,71,71
21003,3969.69,3305,3305,4790,71,71
21004,3969.69,3108,3108,4790,71,71
21005,3969.69,2922,2922,4790,71,71
21006,3969.69,3149,3149,4790,71,71
21007,3969.69,3357,3357,4790,71,71
21008,3969.69,3627,3627,4790,71,71
21009,3969.69,3901,3901,4790,71,71
21010,3969.69,4193,4193,4790,71,71
21011,3969.69,4420,4420,4790,71,71
21012,3969.69,4617,4617,4790,71,71
21013,3969.69,4140,-946,4790,65,71
21014,3969.69,4617,4617,4790,71,71
21015,3969.69,4347,4347,4790,71,71
21016,3969.69,4347,4347,4790,71,71
21017,3969.69,3870,-1216,4790,66,71
21018,3969.69,4347,4347,4790,71,71
21019,3969.69,4533,-553,4790,70,71
21020,3969.69,4551,-535,4790,67,71
21021,3969.69,4294,-792,4790,68,71
21022,3969.69,4045,-1041,4790,68,71
21023,3969.69,3859,-1227,4790,68,71
21024,3969.69,3877,-1209,4790,69,71
21025,3969.69,3680,-1406,4790,69,71
21026,3969.69,3950,-1136,4790,70,71
21027,3969.69,3658,3658,4790,71,71
21028,3969.69,3658,3658,4790,71,71
21029,3969.69,3658,3658,4790,71,71
21030,3969.69,3658,3658,4790,71,71
21031,3969.69,3658,3658,4790,71,71
21032,3969.69,3907,3907,4790,71,71
21033,3969.69,3907,3907,4790,71,71
21034,3969.69,4164,-922,4790,70,71
21035,3969.69,4146,-940,4790,69,71
21036,3969.69,4128,4128,4790,71,71
21037,3969.69,4128,4128,4790,71,71
21038,3969.69,4128,4128,4790,71,71
21039,3969.69,3901,3901,4790,71,71
21040,3969.69,3453,-1633,4790,66,71
21041,3969.69,3901,3901,4790,71,71
21042,3969.69,4128,4128,4790,71,71
21043,3969.69,3858,3858,4790,71,71
21044,3969.69,3650,3650,4790,71,71
21045,3969.69,3942,3942,4790,71,71
21046,3969.69,3650,3650,4790,71,71
21047,3969.69,3847,3847,4790,71,71
21048,3969.69,4055,4055,4790,71,71
21049,3969.69,4055,4055,4790,71,71
21050,3969.69,3686,-1400,4790,70,71
21051,3969.69,3514,3514,4790,71,71
21052,3969.69,3514,3514,4790,71,71
21053,3969.69,3514,3514,4790,71,71
21054,3969.69,3514,3514,4790,71,71
21055,3969.69,3514,3514,4790,71,71
21056,3969.69,3265,3265,4790,71,71
21057,3969.69,3265,3265,4790,71,71
21058,3969.69,3265,3265,4790,71,71
21059,3969.69,3535,3535,4790,71,71
21060,3969.69,3308,3308,4790,71,71
21061,3969.69,3535,3535,4790,71,71
21062,3969.69,3087,-1999,4790,68,71
21063,3969.69,3271,-1815,4790,67,71
21064,3969.69,3563,-1523,4790,68,71
21065,3969.69,3379,-1707,4790,68,71
21066,3969.69,3827,3827,4790,71,71
21067,3969.69,3379,-1707,4790,68,71
21068,3969.69,3563,-1523,4790,68,71
21069,3969.69,3581,-1505,4790,66,71
21070,3969.69,3753,-1333,4790,64,71
21071,3969.69,4201,-885,4790,68,71
21072,3969.69,3993,-1093,4790,69,71
21073,3969.69,4056,-1030,4790,68,71
21074,3969.69,3579,-1507,4790,65,71
21075,3969.69,3561,-1525,4790,64,71
21076,3969.69,3287,-1799,4790,66,71
21077,3969.69,3305,-1781,4790,67,71
21078,3969.69,3782,-1304,4790,67,71
21079,3969.69,3800,-1286,4790,67,71
21080,3969.69,4169,-917,4790,68,71
21081,3969.69,4418,-668,4790,69,71
21082,3969.69,4049,-1037,4790,68,71
21083,3969.69,4323,-763,4790,70,71
21084,3969.69,4692,-394,4790,70,71
21085,3969.69,4443,-643,4790,69,71
21086,3969.69,4425,-661,4790,69,71
21087,3969.69,4155,-931,4790,67,71
21088,3890.29,3928,-1158,4790,68,71
21089,3890.29,3701,-1385,4790,68,71
21090,3890.29,3224,-1862,4790,66,71
21091,3890.29,3701,-1385,4790,68,71
21092,3890.29,3228,-1858,4790,64,71
21093,3890.29,3165,-1921,4790,66,71
21094,3890.29,3638,-1448,4790,70,71
21095,3890.29,3656,-1430,4790,68,71
21096,3890.29,3399,-1687,4790,70,71
21097,3890.29,3626,3626,4790,71,71
21098,3890.29,3626,3626,4790,71,71
21099,3890.29,3626,3626,4790,71,71
21100,3890.29,3429,3429,4790,71,71
21101,3890.29,3137,-1949,4790,70,71
21102,3890.29,3429,3429,4790,71,71
21103,3890.29,3429,3429,4790,71,71
21104,3890.29,3411,-1675,4790,70,71
21105,3890.29,3429,3429,4790,71,71
21106,3890.29,3429,3429,4790,71,71
21107,3890.29,3686,-1400,4790,69,71
21108,3890.29,3913,-1173,4790,69,71
21109,3890.29,3895,-1191,4790,68,71
21110,3890.29,4081,-1005,4790,69,71
21111,3890.29,3854,-1232,4790,68,71
21112,3890.29,4081,-1005,4790,69,71
21113,3890.29,4099,-987,4790,67,71
21114,3890.29,4081,-1005,4790,69,71
21115,3890.29,4063,4063,4790,71,71
21116,3890.29,3891,3891,4790,71,71
21117,3890.29,3634,3634,4790,71,71
21118,3890.29,3634,3634,4790,71,71
21119,3890.29,3634,3634,4790,71,71
21120,3890.29,3634,3634,4790,71,71
21121,3890.29,3634,3634,4790,71,71
21122,3890.29,3161,-1925,4790,65,71
21123,3890.29,2684,-2402,4790,62,71
21124,3890.29,2881,-2205,4790,62,71
21125,3890.29,2684,-2402,4790,62,71
21126,3890.29,2881,-2205,4790,62,71
21127,3890.29,3089,-1997,4790,63,71
21128,3890.29,2892,-2194,4790,63,71
21129,3890.29,2444,-2642,4790,64,71
21130,3890.29,2217,-2869,4790,65,71
21131,3890.29,2031,-3055,4790,64,71
21132,3890.29,2288,-2798,4790,61,71
21133,3890.29,2736,-2350,4790,61,71
21134,3890.29,2288,-2798,4790,61,71
21135,3890.29,2031,-3055,4790,64,71
21136,3890.29,2508,-2578,4790,69,71
21137,3890.29,2694,-2392,4790,69,71
21138,3890.29,2694,-2392,4790,69,71
21139,3890.29,3167,3167,4790,71,71
21140,3890.29,3167,3167,4790,71,71
21141,3890.29,3167,3167,4790,71,71
21142,3890.29,3615,3615,4790,71,71
21143,3890.29,3615,3615,4790,71,71
21144,3890.29,3431,3431,4790,71,71
21145,3890.29,3449,-1637,4790,68,71
21146,3890.29,3263,-1823,4790,67,71
21147,3890.29,3449,-1637,4790,68,71
21148,3890.29,3633,-1453,4790,68,71
21149,3890.29,3341,-1745,4790,67,71
21150,3890.29,3633,-1453,4790,68,71
21151,3890.29,3615,3615,4790,71,71
21152,3890.29,3341,3341,4790,71,71
21153,3890.29,3538,-1548,4790,70,71
21154,3890.29,3352,3352,4790,71,71
21155,3890.29,3352,3352,4790,71,71
21156,3890.29,3352,3352,4790,71,71
21157,3890.29,3352,3352,4790,71,71
21158,3890.29,3352,3352,4790,71,71
21159,3890.29,3601,3601,4790,71,71
21160,3890.29,3601,3601,4790,71,71
21161,3890.29,3601,3601,4790,71,71
21162,3890.29,3374,3374,4790,71,71
21163,3890.29,3601,3601,4790,71,71
21164,3890.29,3601,3601,4790,71,71
21165,3890.29,3858,3858,4790,71,71
21166,3890.29,3858,3858,4790,71,71
21167,3890.29,3650,3650,4790,71,71
21168,3890.29,3358,-1728,4790,70,71
21169,3890.29,3650,3650,4790,71,71
21170,3890.29,3920,3920,4790,71,71
21171,3890.29,3938,-1148,4790,67,71
21172,3890.29,3920,3920,4790,71,71
21173,3890.29,3650,3650,4790,71,71
21174,3890.29,3650,3650,4790,71,71
21175,3890.29,3877,3877,4790,71,71
21176,3890.29,3508,3508,4790,71,71
21177,3890.29,3508,3508,4790,71,71
21178,3890.29,3281,3281,4790,71,71
21179,3890.29,3084,3084,4790,71,71
21180,3890.29,2792,-2294,4790,70,71
21181,3890.29,2608,2608,4790,71,71
21182,3890.29,2608,2608,4790,71,71
21183,3890.29,2608,2608,4790,71,71
21184,3890.29,2882,2882,4790,71,71
21185,3890.29,3174,3174,4790,71,71
21186,3890.29,3401,3401,4790,71,71
21187,3812.49,3144,3144,4790,71,71
21188,3812.49,3144,3144,4790,71,71
21189,3812.49,2852,2852,4790,71,71
21190,3812.49,2852,2852,4790,71,71
21191,3812.49,3122,3122,4790,71,71
21192,3812.49,3306,3306,4790,71,71
21193,3812.49,3122,3122,4790,71,71
21194,3812.49,3122,3122,4790,71,71
21195,3812.49,3122,3122,4790,71,71
21196,3812.49,2873,2873,4790,71,71
21197,3812.49,2936,-2150,4790,69,71
21198,3812.49,2873,2873,4790,71,71
21199,3812.49,3081,3081,4790,71,71
21200,3812.49,3081,3081,4790,71,71
21201,3812.49,2604,-2482,4790,66,71
21202,3812.49,3081,3081,4790,71,71
21203,3812.49,2807,2807,4790,71,71
21204,3812.49,2599,2599,4790,71,71
21205,3812.49,2599,2599,4790,71,71
21206,3812.49,2856,2856,4790,71,71
21207,3812.49,2856,2856,4790,71,71
21208,3812.49,2856,2856,4790,71,71
21209,3812.49,3148,3148,4790,71,71
21210,3812.49,3148,3148,4790,71,71
21211,3812.49,3148,3148,4790,71,71
21212,3812.49,3148,3148,4790,71,71
21213,3812.49,3148,3148,4790,71,71
21214,3812.49,3148,3148,4790,71,71
21215,3812.49,3148,3148,4790,71,71
21216,3812.49,3356,3356,4790,71,71
21217,3812.49,2879,-2207,4790,66,71
21218,3812.49,3356,3356,4790,71,71
21219,3812.49,3542,-1544,4790,70,71
21220,3812.49,3356,3356,4790,71,71
21221,3812.49,3553,3553,4790,71,71
21222,3812.49,3553,3553,4790,71,71
21223,3812.49,3283,3283,4790,71,71
21224,3812.49,3283,3283,4790,71,71
21225,3812.49,3283,3283,4790,71,71
21226,3812.49,3283,3283,4790,71,71
21227,3812.49,3075,3075,4790,71,71
21228,3812.49,2818,2818,4790,71,71
21229,3812.49,2591,2591,4790,71,71
21230,3812.49,2865,2865,4790,71,71
21231,3812.49,2865,2865,4790,71,71
21232,3812.49,2668,2668,4790,71,71
21233,3812.49,2668,2668,4790,71,71
21234,3812.49,2195,-2891,4790,68,71
21235,3812.49,2668,2668,4790,71,71
21236,3812.49,2220,2220,4790,71,71
21237,3812.49,2220,2220,4790,71,71
21238,3812.49,2447,2447,4790,71,71
21239,3812.49,2447,2447,4790,71,71
21240,3812.49,2717,2717,4790,71,71
21241,3812.49,2717,2717,4790,71,71
21242,3812.49,2717,2717,4790,71,71
21243,3812.49,2490,2490,4790,71,71
21244,3812.49,2676,2676,4790,71,71
21245,3812.49,3124,3124,4790,71,71
21246,3812.49,3321,-1765,4790,70,71
21247,3812.49,3124,3124,4790,71,71
21248,3812.49,3332,3332,4790,71,71
21249,3812.49,3581,3581,4790,71,71
21250,3812.49,3581,3581,4790,71,71
21251,3812.49,3311,3311,4790,71,71
21252,3812.49,3311,3311,4790,71,71
21253,3812.49,3495,3495,4790,71,71
21254,3812.49,3667,-1419,4790,70,71
21255,3812.49,3495,3495,4790,71,71
21256,3812.49,3495,3495,4790,71,71
21257,3812.49,3495,3495,4790,71,71
21258,3812.49,3495,3495,4790,71,71
21259,3812.49,3765,3765,4790,71,71
21260,3812.49,3765,3765,4790,71,71
21261,3812.49,3765,3765,4790,71,71
21262,3812.49,3783,-1303,4790,69,71
21263,3812.49,3765,3765,4790,71,71
21264,3812.49,3765,3765,4790,71,71
21265,3812.49,3765,3765,4790,71,71
21266,3812.49,3579,3579,4790,71,71
21267,3812.49,3579,3579,4790,71,71
21268,3812.49,3579,3579,4790,71,71
21269,3812.49,3579,3579,4790,71,71
21270,3812.49,3597,-1489,4790,68,71
21271,3812.49,3783,-1303,4790,69,71
21272,3812.49,3491,-1595,4790,68,71
21273,3812.49,3473,-1613,4790,70,71
21274,3812.49,3199,-1887,4790,70,71
21275,3812.49,3491,3491,4790,71,71
21276,3812.49,3663,-1423,4790,69,71
21277,3812.49,3726,-1360,4790,69,71
21278,3812.49,4000,-1086,4790,70,71
21279,3812.49,3937,-1149,4790,70,71
21280,3812.49,4306,4306,4790,71,71
21281,3812.49,4306,4306,4790,71,71
21282,3812.49,4306,4306,4790,71,71
21283,3812.49,4306,4306,4790,71,71
21284,3812.49,4324,-762,4790,68,71
21285,3812.49,4306,4306,4790,71,71
21286,3736.24,4306,4306,4790,71,71
21287,3736.24,4122,4122,4790,71,71
21288,3736.24,3852,3852,4790,71,71
