Sakoe Chiba value,Max % error
1,207.5
2,128.846
3,105.128
4,71.795
5,64.103
6,42.0
7,36.585
8,34.146
9,34.146
10,31.707
11,26.667
12,22.222
13,17.391
14,17.073
15,17.073
16,17.073
17,17.073
18,12.195
19,12.195
20,12.195
21,12.195
23,12.195
25,4.878
27,1.961
29,0.0
31,0.0
